scientific_name,year_discovered,family_scientific_name
"Hapaloptila Sclater, PL, 1881",1881,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucconidae')
"Nesospingus Sclater, PL, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Nesospingidae')
"Ochthornis Sclater, PL, 1888",1888,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Hylexetastes Sclater, PL, 1889",1889,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Stephanoaetus Sclater, WL, 1922",1922,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Artamella Sclater, WL, 1924",1924,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Eremalauda Sclater, WL, 1926",1926,(SELECT scientific_name FROM families WHERE scientific_name = 'Alaudidae')
"Oreopsar Sclater, WL, 1939",1939,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Branta Scopoli, 1769",1769,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Sylvia Scopoli, 1769",1769,(SELECT scientific_name FROM families WHERE scientific_name = 'Sylviidae')
"Apus Scopoli, 1777",1777,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Phaps Selby, 1835",1835,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Agapornis Selby, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Mergellus Selby, 1840",1840,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Poliocephalus Selby, 1840",1840,(SELECT scientific_name FROM families WHERE scientific_name = 'Podicipedidae')
"Haliastur Selby, 1840",1840,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Leptopoecile Severtsov, 1873",1873,(SELECT scientific_name FROM families WHERE scientific_name = 'Aegithalidae')
"Pseudobias Sharpe, 1870",1870,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Mystacornis Sharpe, 1870",1870,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Oxylabes Sharpe, 1870",1870,(SELECT scientific_name FROM families WHERE scientific_name = 'Bernieridae')
"Geobiastes Sharpe, 1871",1871,(SELECT scientific_name FROM families WHERE scientific_name = 'Brachypteraciidae')
"Lophotriorchis Sharpe, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Urotriorchis Sharpe, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Microhierax Sharpe, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Eutriorchis Sharpe, 1875",1875,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Erythrotriorchis Sharpe, 1875",1875,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Neodrepanis Sharpe, 1875",1875,(SELECT scientific_name FROM families WHERE scientific_name = 'Philepittidae')
"Neocichla Sharpe, 1876",1876,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Pinarornis Sharpe, 1876",1876,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Melanorectes Sharpe, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Pachycephalidae')
"Pseudorectes Sharpe, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Pachycephalidae')
"Poliolophus Sharpe, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Ptilocichla Sharpe, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Pellorneidae')
"Campochaera Sharpe, 1878",1878,(SELECT scientific_name FROM families WHERE scientific_name = 'Campephagidae')
"Haematortyx Sharpe, 1879",1879,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Clytomyias Sharpe, 1879",1879,(SELECT scientific_name FROM families WHERE scientific_name = 'Maluridae')
"Aethomyias Sharpe, 1879",1879,(SELECT scientific_name FROM families WHERE scientific_name = 'Acanthizidae')
"Heteromyias Sharpe, 1879",1879,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Xanthomixis Sharpe, 1881",1881,(SELECT scientific_name FROM families WHERE scientific_name = 'Bernieridae')
"Neomixis Sharpe, 1881",1881,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Chlorocichla Sharpe, 1882",1882,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Phyllergates Sharpe, 1883",1883,(SELECT scientific_name FROM families WHERE scientific_name = 'Cettiidae')
"Calamonastes Sharpe, 1883",1883,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Euryptila Sharpe, 1883",1883,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Melanocichla Sharpe, 1883",1883,(SELECT scientific_name FROM families WHERE scientific_name = 'Timaliidae')
"Pinaroloxias Sharpe, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Chlamydochaera Sharpe, 1887",1887,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Rhodospiza Sharpe, 1888",1888,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Rhodospingus Sharpe, 1888",1888,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Spodiopsar Sharpe, 1889",1889,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Chersophilus Sharpe, 1890",1890,(SELECT scientific_name FROM families WHERE scientific_name = 'Alaudidae')
"Granatina Sharpe, 1890",1890,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Aspatha Sharpe, 1892",1892,(SELECT scientific_name FROM families WHERE scientific_name = 'Momotidae')
"Neotis Sharpe, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Houbaropsis Sharpe, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Heliopais Sharpe, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Heliornithidae')
"Amaurolimnas Sharpe, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Crecopsis Sharpe, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Dryolimnas Sharpe, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Aramidopsis Sharpe, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Poliolimnas Sharpe, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Heterotetrax Sharpe, 1894",1894,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Tigriornis Sharpe, 1895",1895,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Peltohyas Sharpe, 1896",1896,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Nannopterum Sharpe, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Phalacrocoracidae')
"Heteroxenicus Sharpe, 1902",1902,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Apteryx Shaw, 1813",1813,(SELECT scientific_name FROM families WHERE scientific_name = 'Apterygidae')
"Dryotriorchis Shelley, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Bocagia Shelley, 1894",1894,(SELECT scientific_name FROM families WHERE scientific_name = 'Malaconotidae')
"Emarginata Shelley, 1896",1896,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Clytospiza Shelley, 1896",1896,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Anomalospiza Shelley, 1901",1901,(SELECT scientific_name FROM families WHERE scientific_name = 'Viduidae')
"Pinarocorys Shelley, 1902",1902,(SELECT scientific_name FROM families WHERE scientific_name = 'Alaudidae')
"Stephanoxis Simon, 1897",1897,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Taphrospilus Simon, 1910",1910,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Anopetia Simon, 1918",1918,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Taphrolesbia Simon, 1918",1918,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Haplophaedia Simon, 1918",1918,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Chionomesa Simon, 1921",1921,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Tunchiornis Slager & Klicka, 2014",2014,(SELECT scientific_name FROM families WHERE scientific_name = 'Vireonidae')
"Spizelloides Slager & Klicka, 2014",2014,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Necropsar Slater, HH, 1879",1879,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Polyboroides Smith, A, 1829",1829,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Malcorus Smith, A, 1829",1829,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Eurocephalus Smith, A, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Laniidae')
"Dessonornis Smith, A, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Bubalornis Smith, A, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Ploceidae')
"Plocepasser Smith, A, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Ploceidae')
"Philetairus Smith, A, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Ploceidae')
"Bradornis Smith, A, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Colibri Spix, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Piculus Spix, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Milvago Spix, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Anodorhynchus Spix, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Aratinga Spix, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Philydor Spix, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Campylorhynchus Spix, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Troglodytidae')
"Rhynchotus Spix, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Tinamidae')
"Columbina Spix, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Plectrophenax Stejneger, 1882",1882,(SELECT scientific_name FROM families WHERE scientific_name = 'Calcariidae')
"Ridgwayia Stejneger, 1883",1883,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Entomodestes Stejneger, 1883",1883,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Alopochen Stejneger, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Canachites Stejneger, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Atrichornis Stejneger, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Atrichornithidae')
"Amytornis Stejneger, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Maluridae')
"Nyctanassa Stejneger, 1887",1887,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Oreomystis Stejneger, 1903",1903,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Phaenicophaeus Stephens, 1815",1815,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Indicator Stephens, 1815",1815,(SELECT scientific_name FROM families WHERE scientific_name = 'Indicatoridae')
"Bonasa Stephens, 1819",1819,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Francolinus Stephens, 1819",1819,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Goura Stephens, 1819",1819,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Botaurus Stephens, 1819",1819,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Plectropterus Stephens, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Mareca Stephens, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Biziura Stephens, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Chaetura Stephens, 1826",1826,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Anous Stephens, 1826",1826,(SELECT scientific_name FROM families WHERE scientific_name = 'Laridae')
"Rissa Stephens, 1826",1826,(SELECT scientific_name FROM families WHERE scientific_name = 'Laridae')
"Fulmarus Stephens, 1826",1826,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Daption Stephens, 1826",1826,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Trichoglossus Stephens, 1826",1826,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Ramosomyia Stiles & Bruce, 2021",2021,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Elliotomyia Stiles & Remsen, 2019",2019,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Hellmayrea Stolzmann, 1926",1926,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Limnothlypis Stone, 1914",1914,(SELECT scientific_name FROM families WHERE scientific_name = 'Parulidae')
"Gypaetus Storr, 1784",1784,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Celebesica Strand, 1928",1928,(SELECT scientific_name FROM families WHERE scientific_name = 'Campephagidae')
"Rhagologus Stresemann & Paludan, 1934",1934,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhagologidae')
"Leucopsar Stresemann, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Toxorhamphus Stresemann, 1914",1914,(SELECT scientific_name FROM families WHERE scientific_name = 'Melanocharitidae')
"Hartertula Stresemann, 1925",1925,(SELECT scientific_name FROM families WHERE scientific_name = 'Bernieridae')
"Megazosterops Stresemann, 1930",1930,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Tephrozosterops Stresemann, 1931",1931,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Heinrichia Stresemann, 1931",1931,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Cypseloides Streubel, 1848",1848,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Sphenoeacus Strickland, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Macrosphenidae')
"Prionochilus Strickland, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Dicaeidae')
"Stephanophorus Strickland, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Nigrita Strickland, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Satrapa Strickland, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Orthogonys Strickland, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Mitrospingidae')
"Cyanocitta Strickland, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Pezophaps Strickland, 1848",1848,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Phaenicophilus Strickland, 1851",1851,(SELECT scientific_name FROM families WHERE scientific_name = 'Phaenicophilidae')
"Rhinoptilus Strickland, 1852",1852,(SELECT scientific_name FROM families WHERE scientific_name = 'Glareolidae')
"Gubernetes Such, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Leptodon Sundevall, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Elaenia Sundevall, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Corythopis Sundevall, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Prodotiscus Sundevall, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Indicatoridae')
"Camaroptera Sundevall, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Eremomela Sundevall, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Amblyospiza Sundevall, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Ploceidae')
"Ortygospiza Sundevall, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Colorhamphus Sundevall, 1872",1872,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Melitograis Sundevall, 1872",1872,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Spizocorys Sundevall, 1872",1872,(SELECT scientific_name FROM families WHERE scientific_name = 'Alaudidae')
"Scotocerca Sundevall, 1872",1872,(SELECT scientific_name FROM families WHERE scientific_name = 'Scotocercidae')
"Spiloptila Sundevall, 1872",1872,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Pinarochroa Sundevall, 1872",1872,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Spilopelia Sundevall, 1873",1873,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Halcyon Swainson, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcedinidae')
"Formicivora Swainson, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Drymophila Swainson, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Malaconotus Swainson, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Malaconotidae')
"Cyclarhis Swainson, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Vireonidae')
"Ptilinopus Swainson, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Sericulus Swainson, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Ptilonorhynchidae')
"Entomyzon Swainson, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Ptiloris Swainson, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Phaethornis Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Lampornis Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Cynanthus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Campylopterus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Ectopistes Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Tigrisoma Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Sclerurus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Sittasomus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Xiphorhynchus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Dendroplex Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Lochmias Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Culicivora Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Nengetus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Fluvicola Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Pitangus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Nilaus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Malaconotidae')
"Ptiliogonys Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Ptiliogonatidae')
"Certhilauda Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Alaudidae')
"Sialia Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Estrilda Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Amadina Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Macronyx Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Motacillidae')
"Crithagra Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Ammodramus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Chondestes Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Dolichonyx Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Cassiculus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Seiurus Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Parulidae')
"Vermivora Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Parulidae')
"Setophaga Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Parulidae')
"Tiaris Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Pipraeidea Swainson, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Petroica Swainson, 1829",1829,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Euplectes Swainson, 1829",1829,(SELECT scientific_name FROM families WHERE scientific_name = 'Ploceidae')
"Malacorhynchus Swainson, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Donacobius Swainson, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Donacobiidae')
"Centrocercus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Lyrurus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Chordeiles Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Caprimulgidae')
"Selasphorus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Melanerpes Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Geocolaptes Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Calyptura Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Lessonia Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Phoenicircus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Laniisoma Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Tityridae')
"Telophorus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Malaconotidae')
"Tephrodornis Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Pteruthius Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Vireonidae')
"Platylophus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Platylophidae')
"Eopsaltria Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Chaetops Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Chaetopidae')
"Andropadus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Phyllastrephus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Pellorneum Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Pellorneidae')
"Laniellus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Leiothrix Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Anthreptes Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Nectariniidae')
"Leucosticte Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Zonotrichia Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Molothrus Swainson, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Apaloderma Swainson, 1833",1833,(SELECT scientific_name FROM families WHERE scientific_name = 'Trogonidae')
"Harpactes Swainson, 1833",1833,(SELECT scientific_name FROM families WHERE scientific_name = 'Trogonidae')
"Apalis Swainson, 1833",1833,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Aviceda Swainson, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Dendrocygna Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Ptilopachus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Odontophoridae')
"Zanclostomus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Dasylophus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Macropygia Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Oena Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Geopelia Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Leptotila Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Hemicircus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Meiglyptes Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Poicephalus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Psarisomus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Eurylaimidae')
"Serilophus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Eurylaimidae')
"Geositta Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Dendroma Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Gliciphila Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Ptilostomus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Bradypterus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Locustellidae')
"Hyliota Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Hyliotidae')
"Spermestes Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Erythrura Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Spermophaga Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Pyrenestes Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Pytilia Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
